# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "/data/yuyuan/rna_my/lettuce_v11/Lsat_Salinas_v11.genome.gtf" "-o" "4_quantification/gene_counts.txt" "3_bam/Bud_rep1.sorted.bam" "3_bam/Bud_rep2.sorted.bam" "3_bam/Bud_rep3.sorted.bam" "3_bam/cot_rep1.sorted.bam" "3_bam/cot_rep2.sorted.bam" "3_bam/cot_rep3.sorted.bam" "3_bam/F1_rep1.sorted.bam" "3_bam/F2_rep1.sorted.bam" "3_bam/L_rep1.sorted.bam" "3_bam/L_rep2.sorted.bam" "3_bam/L_rep3.sorted.bam" "3_bam/n_rep1.sorted.bam" "3_bam/n_rep2.sorted.bam" "3_bam/n_rep3.sorted.bam" "3_bam/O_rep1.sorted.bam" "3_bam/O_rep2.sorted.bam" "3_bam/O_rep3.sorted.bam" "3_bam/R_rep1.sorted.bam" "3_bam/R_rep2.sorted.bam" "3_bam/R_rep3.sorted.bam" "3_bam/S_rep1.sorted.bam" "3_bam/S_rep2.sorted.bam" "3_bam/S_rep3.sorted.bam" "3_bam/stem_rep1.sorted.bam" "3_bam/stem_rep2.sorted.bam" "3_bam/stem_rep3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	3_bam/Bud_rep1.sorted.bam	3_bam/Bud_rep2.sorted.bam	3_bam/Bud_rep3.sorted.bam	3_bam/cot_rep1.sorted.bam	3_bam/cot_rep2.sorted.bam	3_bam/cot_rep3.sorted.bam	3_bam/F1_rep1.sorted.bam	3_bam/F2_rep1.sorted.bam	3_bam/L_rep1.sorted.bam	3_bam/L_rep2.sorted.bam	3_bam/L_rep3.sorted.bam	3_bam/n_rep1.sorted.bam	3_bam/n_rep2.sorted.bam	3_bam/n_rep3.sorted.bam	3_bam/O_rep1.sorted.bam	3_bam/O_rep2.sorted.bam	3_bam/O_rep3.sorted.bam	3_bam/R_rep1.sorted.bam	3_bam/R_rep2.sorted.bam	3_bam/R_rep3.sorted.bam	3_bam/S_rep1.sorted.bam	3_bam/S_rep2.sorted.bam	3_bam/S_rep3.sorted.bam	3_bam/stem_rep1.sorted.bam	3_bam/stem_rep2.sorted.bam	3_bam/stem_rep3.sorted.bam
LOC122198184	Lsat_v11_chr5;Lsat_v11_chr5	364468156;364468520	364468411;364468649	-;-	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LOC122198185	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364468753;364468753;364470604;364470604;364470982;364470982;364471235;364471235;364471411;364471411;364472278;364472638	364468991;364468991;364470685;364470685;364471070;364471070;364471323;364471323;364471672;364471504;364472315;364472722	-;-;-;-;-;-;-;-;-;-;-;-	884	0	0	2	1	0	0	8	4	0	0	0	2	2	4	0	2	0	1	0	0	73	33	33	26	13	25
LOC111899080	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364480567;364481989;364482977;364482977;364488416;364488416;364489197;364489197	364481917;364482854;364487871;364487871;364488614;364488614;364489463;364489466	-;-;-;-;-;-;-;-	7581	4029	3638	3889	1470	1879	2470	4112	6903	1372	1105	450	1260	553	520	1841	2000	1748	7061	6356	6623	4593	4958	3978	4277	3912	3890
LOC111899091	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364627611;364628582;364629135;364629380;364629597;364629783;364629940;364630141;364630407;364630582;364630844;364631177;364631422;364631636;364631976;364632160	364628080;364628703;364629282;364629517;364629692;364629842;364630032;364630252;364630511;364630718;364631078;364631337;364631538;364631884;364632071;364632311	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2491	2756	2572	2500	1120	1747	2445	1992	2278	1301	921	887	1682	1291	1310	1823	1573	1841	1338	1499	1504	1699	1949	1612	2138	2231	1856
LOC111899103	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364681348;364681354;364681897;364683145;364683145;364683357;364683357;364683656;364683656;364683924;364683924;364685338;364685338	364682302;364681571;364682302;364683266;364683266;364683565;364683565;364683830;364683830;364684058;364684058;364685691;364685691	+;+;+;+;+;+;+;+;+;+;+;+;+	1950	2450	2259	2237	1214	2381	3343	3040	4151	1348	2956	1061	1131	825	879	1835	2487	3074	2944	2289	4115	3045	4371	3997	2399	3535	2130
LOC111899138	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364698608;364698609;364699504;364699504;364699666;364699666;364699992;364699992;364700275;364700275;364700588;364700588;364700744;364700744	364698889;364698889;364699560;364699560;364699901;364699901;364700121;364700121;364700478;364700478;364700659;364700656;364701052;364701052	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1290	113	122	143	14	16	0	81	49	67	12	24	3	18	25	34	13	5	82	66	69	163	184	173	825	2010	700
LOC111899114	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364704001;364704002;364704003;364704003;364704450;364704450;364704450;364704450;364707890;364707890;364708109;364708109;364708109;364708321;364708321	364704283;364704283;364704283;364704283;364707725;364707725;364707725;364707725;364708021;364708021;364708615;364708183;364708615;364708615;364708615	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4198	3550	3623	3212	587	1051	1832	1622	2552	1112	864	569	1613	1173	1209	1686	1283	1547	1651	1366	2161	1475	2081	1562	1676	1766	1544
LOC111899034	Lsat_v11_chr5;Lsat_v11_chr5	364727359;364727669	364727542;364728093	+;+	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111899156	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364729199;364729994;364730199;364730392;364730753;364731244;364731583	364729337;364730094;364730312;364730670;364730866;364731316;364731843	+;+;+;+;+;+;+	1081	2130	1746	1970	1632	1809	1377	1240	1128	3182	3139	1779	1781	2308	1394	1890	2269	2274	2038	2163	1524	1603	1442	1314	1153	961	1016
LOC122198186	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364758817;364758864;364758870;364759220;364759864;364761372;364761372;364761372;364762149;364762747;364762747;364764236;364764236;364764675;364764675;364764990;364764990;364766053;364766053	364759130;364759130;364759130;364759371;364760459;364761532;364761532;364761532;364762698;364762840;364762840;364764281;364764281;364764901;364764901;364765540;364765540;364766104;364766104	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2743	0	56	15	0	0	0	0	4	0	0	2	8	2	0	3	0	2	2	0	0	8	12	4	0	3	0
LOC111899165	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364766245;364767281;364767391;364768012;364768465	364766321;364767313;364767912;364768101;364768708	-;-;-;-;-	966	4	5	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
LOC111899256	Lsat_v11_chr5	364778342	364778473	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111899179	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364825165;364825459;364825598;364826665;364827824;364827824;364827967;364827967;364828128;364828128;364828738;364828738;364831349;364831349;364831510;364831510;364832403;364832403;364832584;364832584;364832907;364832907;364833440;364833440;364833569;364833569;364833730;364833730;364833879;364833879;364834151;364834151	364825377;364825588;364826771;364826771;364827895;364827895;364828036;364828036;364828201;364828341;364830992;364830992;364831364;364831364;364831598;364831598;364832476;364832476;364832775;364832775;364832981;364832981;364833491;364833491;364833660;364833660;364833760;364833760;364833949;364833949;364834974;364834974	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5644	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	22	10	4	6	2	0
LOC111899228	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364843547;364843547;364843547;364843882;364843882;364843882;364844162;364844162;364844162;364844305;364844390;364844390;364844390;364844610;364844610;364844610;364844791;364844791;364844791;364845019;364845019;364845019;364845549;364845549;364845549;364845549;364845827;364845827;364845827;364845827;364846032;364846032;364846032;364846032;364846401;364846401;364846401;364846401;364847273	364843778;364843778;364843778;364843950;364843950;364843950;364844298;364844298;364844298;364844525;364844525;364844525;364844525;364844675;364844675;364844675;364844871;364844871;364844871;364845096;364845096;364845096;364845683;364845683;364845683;364845683;364845948;364845948;364845948;364845948;364846109;364846109;364846109;364846109;364847456;364847456;364847456;364846458;364847456	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2275	48	18	6	2	0	0	0	0	4	0	0	0	0	4	18	0	8	0	4	0	0	0	0	0	4	0
LOC111899184	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364849703;364849703;364849703;364849703;364849703;364849703;364850258;364850258;364850258;364850258;364850258;364850258;364850407;364850672;364850681;364850948;364851287;364851287	364850147;364850147;364850147;364850147;364850147;364850147;364850575;364850575;364850318;364851024;364850754;364851932;364851932;364851932;364851932;364851024;364851932;364851932	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2120	427	647	461	108	130	80	6	25	342	20	352	236	239	480	186	69	70	26	10	20	54	22	50	0	16	10
LOC111899264	Lsat_v11_chr5	364877617	364877723	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128126170	Lsat_v11_chr5	364882100	364882564	+	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111899249	Lsat_v11_chr5	364888450	364888556	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111899205	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	364926324;364926843;364927524;364927701;364927867;364928064;364928768;364929051;364929257;364929496;364929802;364929971;364930130;364930315	364926754;364926927;364927595;364927788;364927971;364928688;364928961;364929159;364929405;364929720;364929879;364930043;364930186;364930810	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2787	1068	888	730	12	62	32	576	384	114	0	30	14	0	4	0	0	0	673	668	596	630	714	712	140	144	132
LOC122198187	Lsat_v11_chr5;Lsat_v11_chr5	365133289;365134608	365134450;365135222	-;-	1777	2	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC111899217	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365177041;365177402;365177635;365177831;365178043;365178771	365177313;365177538;365177738;365177926;365178115;365178940	-;-;-;-;-;-	853	1490	1530	1596	699	694	598	1399	749	971	1436	706	829	714	637	1258	1608	1639	1626	1637	1022	1323	1146	1169	1358	1195	1714
LOC128126357	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365192356;365192356;365192940;365192940	365192587;365192590;365193889;365193889	-;-;-;-	1185	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0
LOC111899242	Lsat_v11_chr5	365200223	365200329	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128126171	Lsat_v11_chr5	365231978	365232604	+	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111920572	Lsat_v11_chr5	365269081	365269187	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917617	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365397511;365398041;365398286	365397888;365398154;365398575	+;+;+	782	69	75	92	0	0	0	2	6	0	124	0	2	4	12	1019	11	16	1262	251	3115	0	51	7	3826	7062	1698
LOC111917653	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365423548;365423548;365423548;365423548;365423548;365423943;365425228;365425487;365425487;365425487;365425487;365425487;365425776;365425776;365425776;365425776;365425776;365425951;365425951;365425951;365425951;365425951;365426142;365426142;365426142;365426142;365426142;365426386;365426386;365426386;365426386;365426386	365424500;365424500;365423843;365424500;365424500;365424500;365425284;365425565;365425565;365425565;365425565;365425565;365425847;365425875;365425875;365425847;365425847;365426068;365426068;365426068;365426068;365426068;365426282;365426289;365426282;365426282;365426282;365426865;365426861;365426859;365426865;365426867	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1937	1951	1617	1780	622	903	707	755	1165	692	508	381	1365	816	855	2334	1486	1052	1086	818	1091	528	599	623	1181	2238	2039
LOC111917651	Lsat_v11_chr5;Lsat_v11_chr5	365585141;365586839	365586171;365587181	+;+	1374	4599	4452	5025	959	1571	1638	5929	3240	873	691	323	1959	1690	1518	2253	997	950	5761	5938	4014	5982	6138	4398	12022	13240	15320
LOC111917654	Lsat_v11_chr5	365592322	365592428	+	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917650	Lsat_v11_chr5;Lsat_v11_chr5	365737436;365738009	365737920;365738021	+;+	498	771	818	876	467	616	550	590	322	387	463	297	833	625	636	825	835	972	749	698	606	575	501	485	1129	1241	1160
LOC111917609	Lsat_v11_chr5	365746891	365747592	+	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917608	Lsat_v11_chr5;Lsat_v11_chr5	365749562;365749779	365749677;365750802	+;+	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917607	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365757271;365757489;365757658;365757845	365757398;365757577;365757756;365758149	+;+;+;+	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111903475	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365757941;365758125;365758743	365758040;365758632;365758848	+;+;+	714	0	0	3	5	0	3	4	3	0	4	0	2	0	1	2	1	2	2	0	2	0	0	3	0	0	2
LOC111917649	Lsat_v11_chr5	365874386	365875325	+	940	437	361	441	382	502	573	58	24	126	23	83	103	39	66	33	4	0	131	86	156	232	111	168	61	39	52
LOC111917648	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	365903015;365903360;365903928;365904203	365903267;365903548;365904088;365904379	-;-;-;-	780	6540	6428	6561	4372	3612	2143	6114	3266	7012	5622	4666	3928	4767	2971	3286	3953	4080	7082	8178	3896	4301	3950	3467	4751	3566	6538
LOC111917655	Lsat_v11_chr5	365970130	365970236	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917605	Lsat_v11_chr5;Lsat_v11_chr5	365981139;365981959	365981820;365982203	-;-	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128126172	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	366086631;366090199;366090679;366090894;366091104;366092123;366092412;366092650	366086892;366090593;366090805;366090973;366091342;366092209;366092511;366092844	+;+;+;+;+;+;+;+	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC122198188	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	366168370;366169197;366169559	366168631;366169410;366169651	-;-;-	569	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917603	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	366170710;366171102;366171268;366171494	366170940;366171181;366171391;366172084	-;-;-;-	1026	11	6	4	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111917647	Lsat_v11_chr5;Lsat_v11_chr5	366227007;366228602	366227343;366228902	-;-	638	616	669	546	408	427	312	521	503	325	500	370	372	445	333	533	632	629	499	524	409	443	454	564	647	684	625
LOC111917646	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	366236946;366236946;366237270;366237270;366237444;366237444;366237703;366237703;366237859;366237859;366238416;366238416	366237178;366237178;366237356;366237356;366237614;366237614;366237744;366237744;366237941;366237938;366238544;366238558	-;-;-;-;-;-;-;-;-;-;-;-	759	7999	7182	7693	2689	3404	1731	6694	4665	11684	5072	4964	1747	2509	1216	2282	3346	3695	9672	6372	6290	6120	6202	5310	3687	3385	5065
LOC111917644	Lsat_v11_chr5;Lsat_v11_chr5	366248138;366249575	366249197;366249863	-;-	1349	823	793	668	249	341	288	385	239	449	307	327	629	486	452	486	529	509	556	816	407	417	414	389	522	405	526
LOC111917643	Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5;Lsat_v11_chr5	366281351;366281351;366283447;366283453	366283050;366283050;366283718;366283718	+;+;+;+	1972	1631	1592	1372	1039	1210	1456	1257	1502	860	926	558	851	774	815	905	978	1063	1475	1176	1464	975	1211	1037	867	1043	793
LOC111917641	Lsat_v11_chr5	366288863	366290779	+	1917	415	712	431	218	228	175	163	152	166	136	52	188	167	214	111	157	190	177	224	196	343	342	253	398	337	483
